FOLDER,DOMAIN,VARIABLE,LABEL
BP41732S,PC,PCLLOQ,Lower Limit of Quantitation
BP41732S,PC,PCMETHOD,Method of Test or Examination
BP41732S,PC,PCNAM,Vendor Name
BP41732S,PC,PCORRES,Result or Finding in Original Units
BP41732S,PC,PCORRESU,Original Units
BP41732S,PC,PCREASND,Reason Test Not Done
BP41732S,PC,PCREFID,Reference ID
BP41732S,PC,PCRFTDTC,Date/Time of Reference Point
BP41732S,PC,PCSEQ,Sequence Number
BP41732S,PC,PCSMPLID,Alternate Sample Identifier
BP41732S,PC,PCSPCCND,Specimen Condition
BP41732S,PC,PCSPEC,Specimen Material Type
BP41732S,PC,PCSPID,Sponsor-Defined Identifier
BP41732S,PC,PCSTAT,Completion Status
BP41732S,PC,PCSTRESC,Character Result/Finding in Std Format
BP41732S,PC,PCSTRESN,Numeric Result/Finding in Standard Units
BP41732S,PC,PCSTRESU,Standard Units
BP41732S,PC,PCTEST,Pharmacokinetic Test Name
BP41732S,PC,PCTESTCD,Pharmacokinetic Test Short Name
BP41732S,PC,PCTPT,Planned Time Point Name
BP41732S,PC,PCTPTNUM,Planned Time Point Number
BP41732S,PC,PCTPTREF,Time Point Reference
BP41732S,PC,STUDYID,Study Identifier
BP41732S,PC,USUBJID,Unique Subject Identifier
BP41732S,PC,VISIT,Visit Name
BP41732S,PC,VISITDY,Planned Study Day of Visit
BP41732S,PC,VISITNUM,Visit Number
BP41732S,PP,DOMAIN,Domain Abbreviation
BP41732S,PP,PPCAT,Parameter Category
BP41732S,PP,PPENINT,Planned End of Assessment Interval
BP41732S,PP,PPFAST,Fasting Status
BP41732S,PP,PPGRPID,Group ID
BP41732S,PP,PPORRES,Result or Finding in Original Units
BP41732S,PP,PPORRESU,Original Units
BP41732S,PP,PPREASND,Reason Parameter Not Calculated
BP41732S,PP,PPRFTDTC,Date/Time of Reference Point
BP41732S,PP,PPSEQ,Sequence Number
BP41732S,PP,PPSPEC,Specimen Material Type
BP41732S,PP,PPSPID,Sponsor-Defined Identifier
BP41732S,PP,PPSTAT,Completion Status
BP41732S,PP,PPSTINT,Planned Start of Assessment Interval
BP41732S,PP,PPSTRESC,Character Result/Finding in Std Format
BP41732S,PP,PPSTRESN,Numeric Result/Finding in Standard Units
BP41732S,PP,PPSTRESU,Standard Units
BP41732S,PP,PPTEST,Parameter Name
BP41732S,PP,PPTESTCD,Parameter Short Name
BP41732S,PP,STUDYID,Study Identifier
BP41732S,PP,USUBJID,Unique Subject Identifier
BP41732S,PR,DOMAIN,Domain Abbreviation
BP41732S,PR,EPOCH,Epoch
BP41732S,PR,PRCAT,Category
BP41732S,PR,PRENDTC,End Date/Time of Procedure
BP41732S,PR,PRENDY,Study Day of End of Procedure
BP41732S,PR,PRGRPID,Group ID
BP41732S,PR,PROCCUR,Occurrence
BP41732S,PR,PRPRESP,Pre-specified
BP41732S,PR,PRSEQ,Sequence Number
BP41732S,PR,PRSPID,Sponsor-Defined Identifier
BP41732S,PR,PRSTDTC,Start Date/Time of Procedure
BP41732S,PR,PRSTDY,Study Day of Start of Procedure
BP41732S,PR,PRTRT,Reported Name of Procedure
BP41732S,PR,STUDYID,Study Identifier
BP41732S,PR,USUBJID,Unique Subject Identifier
BP41732S,QS,DOMAIN,Domain Abbreviation
BP41732S,QS,EPOCH,Epoch
BP41732S,QS,QSBLFL,Baseline Flag
BP41732S,QS,QSCAT,Category of Question
BP41732S,QS,QSDTC,Date/Time of Finding
BP41732S,QS,QSDY,Study Day of Finding
BP41732S,QS,QSEVINTX,Evaluation Interval Text
BP41732S,QS,QSEVLINT,Evaluation Interval
BP41732S,QS,QSORRES,Finding in Original Units
BP41732S,QS,QSORRESU,Original Units
BP41732S,QS,QSREASND,Reason Not Performed
BP41732S,QS,QSSCAT,Subcategory for Question
BP41732S,QS,QSSEQ,Sequence Number
BP41732S,QS,QSSPID,Sponsor-Defined Identifier
BP41732S,QS,QSSTAT,Completion Status
BP41732S,QS,QSSTRESC,Character Result/Finding in Std Format
BP41732S,QS,QSSTRESN,Numeric Finding in Standard Units
BP41732S,QS,QSSTRESU,Standard Units
BP41732S,QS,QSTEST,Question Name
BP41732S,QS,QSTESTCD,Question Short Name
BP41732S,QS,QSTSTDTL,"Measurement, Test or Examination Detail"
BP41732S,QS,STUDYID,Study Identifier
BP41732S,QS,USUBJID,Unique Subject Identifier
BP41732S,QS,VISIT,Visit Name
BP41732S,QS,VISITDY,Planned Study Day of Visit
BP41732S,QS,VISITNUM,Visit Number
BP41732S,SC,DOMAIN,Domain Abbreviation
BP41732S,SC,EPOCH,Epoch
BP41732S,SC,SCCAT,Category for Subject Characteristic
BP41732S,SC,SCDTC,Date/Time of Collection
BP41732S,SC,SCDY,Study Day of Examination
BP41732S,SC,SCORRES,Result or Finding in Original Units
BP41732S,SC,SCSEQ,Sequence Number
BP41732S,SC,SCSPID,Sponsor-Defined Identifier
BP41732S,SC,SCSTAT,Completion Status
BP41732S,SC,SCSTRESC,Character Result/Finding in Std Format
BP41732S,SC,SCTEST,Subject Characteristic
BP41732S,SC,SCTESTCD,Subject Characteristic Short Name
BP41732S,SC,STUDYID,Study Identifier
BP41732S,SC,USUBJID,Unique Subject Identifier
BP41732S,SE,DOMAIN,Domain Abbreviation
BP41732S,SE,ELEMENT,Description of Element
BP41732S,SE,EPOCH,Epoch
BP41732S,SE,ETCD,Element Code
BP41732S,SE,SEENDTC,End Date/Time of Element
BP41732S,SE,SEENDY,Study Day of End of Observation
BP41732S,SE,SESEQ,Sequence Number
BP41732S,SE,SESTDTC,Start Date/Time of Element
BP41732S,SE,SESTDY,Study Day of Start of Observation
BP41732S,SE,SEUPDES,Description of Unplanned Element
BP41732S,SE,STUDYID,Study Identifier
BP41732S,SE,TAETORD,Planned Order of Element within Arm
BP41732S,SE,USUBJID,Unique Subject Identifier
BP41732S,SU,DOMAIN,Domain Abbreviation
BP41732S,SU,EPOCH,Epoch
BP41732S,SU,STUDYID,Study Identifier
BP41732S,SU,SUCAT,Category for Substance Use
BP41732S,SU,SUDTC,Date/Time of Collection
BP41732S,SU,SUDY,Study Day of Visit/Collection/Exam
BP41732S,SU,SUOCCUR,SU Occurrence
BP41732S,SU,SUPRESP,SU Pre-Specified
BP41732S,SU,SUSEQ,Sequence Number
BP41732S,SU,SUSPID,Sponsor-Defined Identifier
BP41732S,SU,SUTRT,Reported Name of Substance
BP41732S,SU,USUBJID,Unique Subject Identifier
BP41732S,SU,VISIT,Visit Name
BP41732S,SU,VISITDY,Planned Study Day of Visit
BP41732S,SU,VISITNUM,Visit Number
BP41732S,SV,DOMAIN,Domain Abbreviation
BP41732S,SV,EPOCH,Epoch
BP41732S,SV,STUDYID,Study Identifier
BP41732S,SV,SVENDTC,End Date/Time of Visit
BP41732S,SV,SVENDY,Study Day of End of Visit
BP41732S,SV,SVSTDTC,Start Date/Time of Visit
BP41732S,SV,SVSTDY,Study Day of Start of Visit
BP41732S,SV,USUBJID,Unique Subject Identifier
BP41732S,SV,VISIT,Visit Name
BP41732S,SV,VISITDY,Planned Study Day of Visit
BP41732S,SV,VISITNUM,Visit Number
BP41732S,TA,ARM,Description of Planned Arm
BP41732S,TA,ARMCD,Planned Arm Code
BP41732S,TA,DOMAIN,Domain Abbreviation
BP41732S,TA,ELEMENT,Description of Element
BP41732S,TA,EPOCH,Epoch
BP41732S,TA,ETCD,Element Code
BP41732S,TA,STUDYID,Study Identifier
BP41732S,TA,TABRANCH,Branch
BP41732S,TA,TAETORD,Planned Order of Element within Arm
BP41732S,TA,TATRANS,Transition Rule
BP41732S,TE,DOMAIN,Domain Abbreviation
BP41732S,TE,ELEMENT,Description of Element
BP41732S,TE,ETCD,Element Code
BP41732S,TE,STUDYID,Study Identifier
BP41732S,TE,TEDUR,Planned Duration of Element
BP41732S,TE,TEENRL,Rule for End of Element
BP41732S,TE,TESTRL,Rule for Start of Element
BP41732S,TI,DOMAIN,Domain Abbreviation
BP41732S,TI,IECAT,Inclusion/Exclusion Category
BP41732S,TI,IETEST,Inclusion/Exclusion Criterion
BP41732S,TI,IETESTCD,Incl/Excl Criterion Short Name
BP41732S,TI,STUDYID,Study Identifier
BP41732S,TI,TIVERS,Protocol Criteria Versions
BP41732S,TS,DOMAIN,Domain Abbreviation
BP41732S,TS,STUDYID,Study Identifier
BP41732S,TS,TSGRPID,Group ID
BP41732S,TS,TSPARM,Trial Summary Parameter
BP41732S,TS,TSPARMCD,Trial Summary Parameter Short Name
BP41732S,TS,TSSEQ,Sequence Number
BP41732S,TS,TSVAL,Parameter Value
BP41732S,TS,TSVALCD,Parameter Value Code
BP41732S,TS,TSVALNF,Parameter Null Flavor
BP41732S,TS,TSVCDREF,Name of the Reference Terminology
BP41732S,TS,TSVCDVER,Version of the Reference Terminology
BP41732S,TV,ARM,Description of Planned Arm
BP41732S,TV,ARMCD,Planned Arm Code
BP41732S,TV,DOMAIN,Domain Abbreviation
BP41732S,TV,STUDYID,Study Identifier
BP41732S,TV,TVENRL,Visit End Rule
BP41732S,TV,TVSTRL,Visit Start Rule
BP41732S,TV,VISIT,Visit Name
BP41732S,TV,VISITDY,Planned Study Day of Visit
BP41732S,TV,VISITNUM,Visit Number
BP41732S,VS,DOMAIN,Domain Abbreviation
BP41732S,VS,EPOCH,Epoch
BP41732S,VS,STUDYID,Study Identifier
BP41732S,VS,USUBJID,Unique Subject Identifier
BP41732S,VS,VISIT,Visit Name
BP41732S,VS,VISITDY,Planned Study Day of Visit
BP41732S,VS,VISITNUM,Visit Number
BP41732S,VS,VSBLFL,Baseline Flag
BP41732S,VS,VSCAT,Category for Vital Signs
BP41732S,VS,VSDTC,Date/Time of Measurements
BP41732S,VS,VSDY,Study Day of Vital Signs
BP41732S,VS,VSELTM,Planned Elapsed Time from Time Point Ref
BP41732S,VS,VSMETHOD,Method of Test or Examination
BP41732S,VS,VSORRES,Result or Finding in Original Units
BP41732S,VS,VSORRESU,Original Units
BP41732S,VS,VSPOS,Vital Signs Position of Subject
BP41732S,VS,VSRFTDTC,Date/Time of Reference Time Point
BP41732S,VS,VSSEQ,Sequence Number
BP41732S,VS,VSSPID,Sponsor-Defined Identifier
BP41732S,VS,VSSTAT,Completion Status
BP41732S,VS,VSSTRESC,Character Result/Finding in Std Format
BP41732S,VS,VSSTRESN,Numeric Result/Finding in Standard Units
BP41732S,VS,VSSTRESU,Standard Units
BP41732S,VS,VSTEST,Vital Signs Test Name
BP41732S,VS,VSTESTCD,Vital Signs Test Short Name
BP41732S,VS,VSTPT,Planned Time Point Name
BP41732S,VS,VSTPTNUM,Planned Time Point Number
BP41732S,VS,VSTPTREF,Time Point Reference
BP41732S,YI,DOMAIN,Domain Abbreviation
BP41732S,YI,STUDYID,Study Identifier
BP41732S,YI,USUBJID,Unique Subject Identifier
BP41732S,YI,YICAT,Category
BP41732S,YI,YICNTRY,Center Country
BP41732S,YI,YICRTN,Clinical Research Task Number
BP41732S,YI,YICSTATE,Center State
BP41732S,YI,YICTCITY,Center City
BP41732S,YI,YICTCNAM,Center Name
BP41732S,YI,YICTCNUM,Center Number
BP41732S,YI,YICTINAM,Center Investigator Name
BP41732S,YI,YICTINUM,Center Investigator Number
BP41732S,YI,YICTZIP,Center Postal Zip Code
BP41732S,YI,YIIADDR1,Investigator Address Line 1
BP41732S,YI,YIIADDR2,Investigator Address Line 2
BP41732S,YI,YIIADDR3,Investigator Address Line 3
BP41732S,YI,YIICITY,Investigator City
BP41732S,YI,YIICNTRY,Investigator Country
BP41732S,YI,YIIEMAIL,Investigator Email ID
BP41732S,YI,YIIFAX,Investigator Fax Number
BP41732S,YI,YIIMNAM,Investigator Middle Name
BP41732S,YI,YIINUM,Investigator Contact Number
BP41732S,YI,YIINUMTP,Investigator Contact Type
BP41732S,YI,YIINVID,Investigator Identifier
BP41732S,YI,YIINVZIP,Investigator Postal Zip Code
BP41732S,YI,YIISTATE,Investigator State
BP41732S,YI,YISEQ,Sequence Number
BP41732S,YI,YISITEID,Site Identifier
BP41732S,YI,YITERM,Reported Term for Event
BP43628S,AE,AEACN,Action Taken with Study Treatment
BP43628S,AE,AEACN1,Action Taken with RO7223280
BP43628S,AE,AEACN2,Action Taken with Iohexol
BP43628S,AE,AEACNOT1,Other Action Taken 1
BP43628S,AE,AEACNOT2,Other Action Taken 2
BP43628S,AE,AEACNOTH,Other Action Taken
BP43628S,AE,AEBDSYCD,Body System or Organ Class Code
BP43628S,AE,AEBODSYS,Body System or Organ Class
BP43628S,AE,AECAT,Category for Adverse Event
BP43628S,AE,AECONTRT,Concomitant or Additional Trtmnt Given
BP43628S,AE,AEDECOD,Dictionary-Derived Term
BP43628S,AE,AEDLEYN,Dose Limiting Adverse Event
BP43628S,AE,AEDTHDTC,Death Date
BP43628S,AE,AEENDTC,End Date/Time of Adverse Event
BP43628S,AE,AEENDY,Study Day of End of Adverse Event
BP43628S,AE,AEENRTPT,End Relative to Reference Time Point
BP43628S,AE,AEENTPT,End Reference Time Point
BP43628S,AE,AEEXP,Expedited Adverse Event
BP43628S,AE,AEGRPID,Group ID
BP43628S,AE,AEHLGT,High Level Group Term
BP43628S,AE,AEHLGTCD,High Level Group Term Code
BP43628S,AE,AEHLT,High Level Term
BP43628S,AE,AEHLTCD,High Level Term Code
BP43628S,AE,AEITOXGR,Initial Toxicity Grade
BP43628S,AE,AELLT,Lowest Level Term
BP43628S,AE,AELLTCD,Lowest Level Term Code
BP43628S,AE,AEMODIFY,Modified Reported Term
BP43628S,AE,AEOCCRF,Event Occurrence Reference Time Point
BP43628S,AE,AEOUT,Outcome of Adverse Event
BP43628S,AE,AEPATT,Pattern of Adverse Event
BP43628S,AE,AEPTCD,Preferred Term Code
BP43628S,AE,AEREFID,Reference ID
BP43628S,AE,AEREL,Causality
BP43628S,AE,AEREL1,Causality: RO7223280
BP43628S,AE,AEREL2,Causality: Iohexol
BP43628S,AE,AERELNS1,Relationship to Non-Study Treatment 1
BP43628S,AE,AERELNS2,Relationship to Non-Study Treatment 2
BP43628S,AE,AERELNS3,Relationship to Non-Study Treatment 3
BP43628S,AE,AERELNS4,Relationship to Non-Study Treatment 4
BP43628S,AE,AERELNS5,Relationship to Non-Study Treatment 5
BP43628S,AE,AERELNS6,Relationship to Non-Study Treatment 6
BP43628S,AE,AERELNST,Relationship to Non-Study Treatment
BP43628S,AE,AESCAT,Subcategory for Adverse Event
BP43628S,AE,AESCONG,Congenital Anomaly or Birth Defect
BP43628S,AE,AESDISAB,Persist or Signif Disability/Incapacity
BP43628S,AE,AESDTH,Results in Death
BP43628S,AE,AESEQ,Sequence Number
BP43628S,AE,AESER,Serious Event
BP43628S,AE,AESHOSP,Requires or Prolongs Hospitalization
BP43628S,AE,AESLIFE,Is Life Threatening
BP43628S,AE,AESMIE,Other Medically Important Serious Event
BP43628S,AE,AESOC,Primary System Organ Class
BP43628S,AE,AESOCCD,Primary System Organ Class Code
BP43628S,AE,AESPID,Sponsor-Defined Identifier
BP43628S,AE,AESTDTC,Start Date/Time of Adverse Event
BP43628S,AE,AESTDY,Study Day of Start of Adverse Event
BP43628S,AE,AESTRTPT,Start Relative to Reference Time Point
BP43628S,AE,AESTTPT,Start Reference Time Point
BP43628S,AE,AETERM,Reported Term for the Adverse Event
BP43628S,AE,AETOXGR,Standard Toxicity Grade
BP43628S,AE,AETRTEM,Treatment Emergent Flag
BP43628S,AE,DOMAIN,Domain Abbreviation
BP43628S,AE,EPOCH,Epoch
BP43628S,AE,STUDYID,Study Identifier
BP43628S,AE,USUBJID,Unique Subject Identifier
BP43628S,BE,BECAT,Category for Biospecimen Event
BP43628S,BE,BEDECOD,Dictionary-Derived Term
BP43628S,BE,BEDTC,Date/Time of Specimen Collection
BP43628S,BE,BEDUR,Duration of Biospecimen Event
BP43628S,BE,BEDY,Study Day of Visit/Collection/Exam
BP43628S,BE,BEENDTC,End Date/Time of Biospecimen Event
BP43628S,BE,BEENDY,Study Day of End of Biospecimen Event
BP43628S,BE,BEOCCUR,Occurrence
BP43628S,BE,BEPRESP,Pre-specified
BP43628S,BE,BEREFID,Reference ID
BP43628S,BE,BESCAT,Subcategory for Biospecimen Event
BP43628S,BE,BESEQ,Sequence Number
BP43628S,BE,BESPID,Sponsor-Defined Identifier
BP43628S,BE,BESPPURP,Specimen Intended Purpose
BP43628S,BE,BESTDTC,Start Date/Time of Biospecimen Event
BP43628S,BE,BESTDY,Study Day of Start of Biospecimen Event
BP43628S,BE,BETERM,Reported Term for the Biospecimen Event
BP43628S,BE,BETPT,Planned Time Point Name
BP43628S,BE,BETPTNUM,Planned Time Point Number
BP43628S,BE,DOMAIN,Domain Abbreviation
BP43628S,BE,EPOCH,Epoch
BP43628S,BE,STUDYID,Study Identifier
BP43628S,BE,USUBJID,Unique Subject Identifier
BP43628S,BE,VISIT,Visit Name
BP43628S,BE,VISITDY,Planned Study Day of Visit
BP43628S,BE,VISITNUM,Visit Number
BP43628S,BS,BSBLFL,Baseline Flag
BP43628S,BS,BSCAT,Category for Biospecimen Test
BP43628S,BS,BSDTC,Date/Time of Specimen Collection
BP43628S,BS,BSDY,Study Day of Specimen Collection
BP43628S,BS,BSELTM,Planned Elapsed Time from Time Point Ref
BP43628S,BS,BSORRES,Result or Finding in Original Units
BP43628S,BS,BSORRESU,Original Units
BP43628S,BS,BSREFID,Reference ID
BP43628S,BS,BSRFTDTC,Date/Time of Reference Time Point
BP43628S,BS,BSSCAT,Subcategory for Biospecimen Test
BP43628S,BS,BSSEQ,Sequence Number
BP43628S,BS,BSSPEC,Specimen Type
BP43628S,BS,BSSPID,Sponsor-Defined Identifier
BP43628S,BS,BSSTRESC,Character Result/Finding in Std Format
BP43628S,BS,BSSTRESN,Numeric Result/Finding in Standard Units
BP43628S,BS,BSSTRESU,Standard Units
BP43628S,BS,BSTEST,Biospecimen Test Name
BP43628S,BS,BSTESTCD,Biospecimen Test Short Name
BP43628S,BS,BSTPT,Planned Time Point Name
BP43628S,BS,BSTPTNUM,Planned Time Point Number
BP43628S,BS,BSTPTREF,Time Point Reference
BP43628S,BS,DOMAIN,Domain Abbreviation
BP43628S,BS,EPOCH,Epoch
BP43628S,BS,STUDYID,Study Identifier
BP43628S,BS,USUBJID,Unique Subject Identifier
BP43628S,BS,VISIT,Visit Name
BP43628S,BS,VISITDY,Planned Study Day of Visit
BP43628S,BS,VISITNUM,Visit Number
BP43628S,CE,CEBDSYCD,Body System or Organ Class Code
BP43628S,CE,CEBODSYS,Body System or Organ Class
BP43628S,CE,CECAT,Category for Clinical Event
BP43628S,CE,CECONTRT,Concomitant or Additional Trtmnt Given
BP43628S,CE,CEDECOD,Dictionary-Derived Term
BP43628S,CE,CEDIR,Directionality
BP43628S,CE,CEDTC,Date/Time of Event Collection
BP43628S,CE,CEDY,Study Day of Event Collection
BP43628S,CE,CEENDTC,End Date/Time of Clinical Event
BP43628S,CE,CEENDY,Study Day of End of Observation
BP43628S,CE,CEENRF,End Relative to Reference Period
BP43628S,CE,CEENRTPT,End Relative to Reference Time Point
BP43628S,CE,CEENTPT,End Reference Time Point
BP43628S,CE,CEGRPID,Group ID
BP43628S,CE,CEHLGT,High Level Group Term
BP43628S,CE,CEHLGTCD,High Level Group Term Code
BP43628S,CE,CEHLT,High Level Term
BP43628S,CE,CEHLTCD,High Level Term Code
BP43628S,CE,CEITOXGR,Initial Toxicity Grade
BP43628S,CE,CELAT,Laterality
BP43628S,CE,CELLT,Lowest Level Term
BP43628S,CE,CELLTCD,Lowest Level Term Code
BP43628S,CE,CELOC,Location of Event
BP43628S,CE,CELOCOTH,"Other Location, Specify"
BP43628S,CE,CEMODIFY,Modified Reported Term
BP43628S,CE,CEOCCRF,Event Occurrence Reference Time Point
BP43628S,CE,CEOCCUR,Clinical Event Occurrence
BP43628S,CE,CEOUT,Outcome of Event
BP43628S,CE,CEPRESP,Clinical Event Pre-Specified
BP43628S,CE,CEPTCD,Preferred Term Code
BP43628S,CE,CEREASND,Reason Clinical Event Not Collected
BP43628S,CE,CEREFID,Reference ID
BP43628S,CE,CESCAT,Subcategory for Clinical Event
BP43628S,CE,CESEQ,Sequence Number
BP43628S,CE,CESER,Serious Event
BP43628S,CE,CESEV,Severity/Intensity
BP43628S,CE,CESEVIN,Initial Severity/Intensity
BP43628S,CE,CESOC,Primary System Organ Class
BP43628S,CE,CESOCCD,Primary System Organ Class Code
BP43628S,CE,CESPID,Sponsor-Defined Identifier
BP43628S,CE,CESTAT,Completion Status
BP43628S,CE,CESTDTC,Start Date/Time of Clinical Event
BP43628S,CE,CESTDY,Study Day of Start of Observation
BP43628S,CE,CESTRF,Start Relative to Reference Period
BP43628S,CE,CESTRTPT,Start Relative to Reference Time Point
BP43628S,CE,CESTTPT,Start Reference Time Point
BP43628S,CE,CETERM,Reported Term for the Clinical Event
BP43628S,CE,CETOXGR,Toxicity Grade
BP43628S,CE,CETRMDTL,Term Details
BP43628S,CE,DOMAIN,Domain Abbreviation
BP43628S,CE,EPOCH,Epoch
BP43628S,CE,STUDYID,Study Identifier
BP43628S,CE,USUBJID,Unique Subject Identifier
BP43628S,CE,VISIT,Visit Name
BP43628S,CE,VISITDY,Planned Study Day of Visit
BP43628S,CE,VISITNUM,Visit Number
BP43628S,CM,CMCAT,Category for Medication
BP43628S,CM,CMDECOD,Standardized Medication Name
BP43628S,CM,CMDECOD1,Standardized Medication Name 1
BP43628S,CM,CMDECOD2,Standardized Medication Name 2
BP43628S,CM,CMDECOD3,Standardized Medication Name 3
BP43628S,CM,CMDECOD4,Standardized Medication Name 4
BP43628S,CM,CMDECOD5,Standardized Medication Name 5
BP43628S,CM,CMDECOD6,Standardized Medication Name 6
BP43628S,CM,CMDECOD7,Standardized Medication Name 7
BP43628S,CM,CMDOSE,Dose per Administration
BP43628S,CM,CMDOSFRM,Dose Form
BP43628S,CM,CMDOSFRQ,Dosing Frequency per Interval
BP43628S,CM,CMDOSTXT,Dose Description
BP43628S,CM,CMDOSU,Dose Units
BP43628S,CM,CMDRG,Synonym Medication Name
BP43628S,CM,CMDRG1,Synonym Medication Name 1
BP43628S,CM,CMDRG2,Synonym Medication Name 2
BP43628S,CM,CMDRG3,Synonym Medication Name 3
BP43628S,CM,CMDRG4,Synonym Medication Name 4
BP43628S,CM,CMDRG5,Synonym Medication Name 5
BP43628S,CM,CMDRG6,Synonym Medication Name 6
BP43628S,CM,CMDRG7,Synonym Medication Name 7
BP43628S,CM,CMDRGCD,Synonym Medication Name Code
BP43628S,CM,CMENDTC,End Date/Time of Medication
BP43628S,CM,CMENDY,Study Day of End of Medication
BP43628S,CM,CMENRTPT,End Relative to Reference Time Point
BP43628S,CM,CMENTPT,End Reference Time Point
BP43628S,CM,CMGRPID,Group ID
BP43628S,CM,CMINDC,Indication
BP43628S,CM,CMMODIF1,Modified Reported Name 1
BP43628S,CM,CMMODIF2,Modified Reported Name 2
BP43628S,CM,CMMODIF3,Modified Reported Name 3
BP43628S,CM,CMMODIF4,Modified Reported Name 4
BP43628S,CM,CMMODIF5,Modified Reported Name 5
BP43628S,CM,CMMODIF6,Modified Reported Name 6
BP43628S,CM,CMMODIF7,Modified Reported Name 7
BP43628S,CM,CMMODIFY,Modified Reported Name
BP43628S,CM,CMPNCD,Standardized Medication Name Code
BP43628S,CM,CMPROPH,Given for prophylaxis
BP43628S,CM,CMREFID,Reference ID
BP43628S,CM,CMROUTE,Route of Administration
BP43628S,CM,CMSEQ,Sequence Number
BP43628S,CM,CMSPID,Sponsor-Defined Identifier
BP43628S,CM,CMSTDTC,Start Date/Time of Medication
BP43628S,CM,CMSTDY,Study Day of Start of Medication
BP43628S,CM,CMSTRTPT,Start Relative to Reference Time Point
BP43628S,CM,CMSTTPT,Start Reference Time Point
BP43628S,CM,CMTRT,"Reported Name of Drug, Med, or Therapy"
BP43628S,CM,DOMAIN,Domain Abbreviation
BP43628S,CM,EPOCH,Epoch
BP43628S,CM,STUDYID,Study Identifier
BP43628S,CM,USUBJID,Unique Subject Identifier
BP43628S,CM,VISIT,Visit Name
BP43628S,CM,VISITDY,Planned Study Day of Visit
BP43628S,CM,VISITNUM,Visit Number
BP43628S,CO,CODTC,Date/Time of Comment
BP43628S,CO,CODY,Study Day of Visit/Collection/Exam
BP43628S,CO,COEVAL,Evaluator
BP43628S,CO,COREF,Comment Reference
BP43628S,CO,COSEQ,Sequence Number
BP43628S,CO,COVAL,Comment
BP43628S,CO,DOMAIN,Domain Abbreviation
